Android application is debugging.
02-10 21:27:59.965 I/art     (26521): Late-enabling -Xcheck:jni
02-10 21:30:14.425 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.443 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.457 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.475 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.491 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.526 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.533 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.542 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.562 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.578 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.593 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.614 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.631 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.646 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.663 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.679 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.708 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.720 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.730 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.748 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.767 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.782 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.804 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.816 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.832 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.849 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.869 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.886 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.901 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.917 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.944 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.959 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.976 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:14.986 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.004 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.020 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.042 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.053 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.073 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.089 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.105 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.124 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.146 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.162 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.174 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.191 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.209 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.228 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.243 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.277 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.295 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.310 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.332 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.346 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.361 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.383 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.400 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.413 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.434 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.448 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.471 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.487 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.499 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.515 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.532 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.554 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.574 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.589 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.600 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.623 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.635 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.658 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.670 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.688 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.705 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.723 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.737 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.755 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.772 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.800 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.812 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.826 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.840 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.860 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.894 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.917 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.930 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.941 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.958 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.982 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:15.995 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.011 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.027 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.059 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.096 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.101 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.118 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.146 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.153 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.164 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.181 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.198 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.220 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.235 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.252 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.270 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.288 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.300 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.335 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.342 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.352 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.369 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.386 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.403 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.424 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.441 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.445 D/Mono    (26521): Unloading image System.dll [0xb8ba2378].
02-10 21:30:16.446 D/Mono    (26521): Image addref System[0xb8b871b8] -> System.dll[0xb7e63668]: 5
02-10 21:30:16.446 D/Mono    (26521): Config attempting to parse: 'System.dll.config'.
02-10 21:30:16.446 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System/System.config'.
02-10 21:30:16.455 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.474 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.492 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.505 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.516 D/Mono    (26521): Unloading image System.dll [0xb8ba2378].
02-10 21:30:16.516 D/Mono    (26521): Image addref System[0xb8b6ced0] -> System.dll[0xb7e63668]: 6
02-10 21:30:16.516 D/Mono    (26521): Config attempting to parse: 'System.dll.config'.
02-10 21:30:16.516 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System/System.config'.
02-10 21:30:16.523 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.543 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.557 D/Mono    (26521): Unloading image System.dll [0xb8ba2378].
02-10 21:30:16.558 D/Mono    (26521): Image addref System[0xb8b8d6c8] -> System.dll[0xb7e63668]: 7
02-10 21:30:16.558 D/Mono    (26521): Config attempting to parse: 'System.dll.config'.
02-10 21:30:16.558 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System/System.config'.
02-10 21:30:16.561 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.575 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.590 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.607 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.626 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.644 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.662 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.676 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.695 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.712 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.745 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.761 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.779 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.802 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.822 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.839 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.853 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.864 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.881 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.904 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.923 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.939 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.957 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.967 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:16.984 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.003 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.019 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.042 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.057 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.077 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.096 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.111 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.128 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.146 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.162 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.176 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.190 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.209 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.224 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.240 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.259 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.273 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.290 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.308 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.324 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.341 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.365 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.376 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.399 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.415 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.429 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.450 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.462 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.479 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.498 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.514 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.538 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.549 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.563 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.579 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.596 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.614 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.637 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.655 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.664 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.683 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
02-10 21:30:17.708 D/Surface (26521): Surface::setBuffersDimensions(this=0xb889f198,w=147,h=163)
